player_name,player_slug,destination_school,destination_school_slug,destination_conference,destination_level,source_school,source_school_slug,source_conference,source_level,transfer_year,first_big_west_season,commit_date,signed_date,enrolled_date,target_event_type,target_event_date,source_event_type,source_event_date,pathway_type,position,height,weight,class,hs_grad_year,juco_flag,redshirt_flag,model_training_window,phase1_d2_transfer_match,phase1_model_training_eligible,phase1_review_status,source_url
Jacob Davison,jacob-davison,Cal Poly,cal-poly,Big West,D1,Eastern Washington,eastern-washington,Big Sky,D1,2021,2021-22,,,2021-04-06,ENROLLMENT,2021-04-06,TRANSFER,2015-09-16,d1_big_west,Shooting Guard,76,175,OTHER,2016,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jacob-davison
Julien Franklin,julien-franklin,Cal Poly,cal-poly,Big West,D1,Oregon State,oregon-state,PAC 12,D1,2021,2021-22,,,2021-04-18,ENROLLMENT,2021-04-18,TRANSFER,2017-09-10,d1_big_west,Small Forward,79,200,INELIGIBLE,2019,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/julien-franklin
Trevon Taylor,trevon-taylor,Cal Poly,cal-poly,Big West,D1,James Madison,james-madison,Sun Belt,D1,2021,2021-22,,,2021-05-15,ENROLLMENT,2021-05-15,TRANSFER,2020-04-24,d1_big_west,Shooting Guard,78,210,OTHER,2018,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/trevon-taylor
Kaleb Higgins,kaleb-higgins,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,Holmes Community College,holmes-community-college,,JUCO,2021,2021-22,,,2021-04-14,ENROLLMENT,2021-04-14,ALL_SCHOOLS_ATTENDED,,juco_big_west,Point Guard,70,155,INELIGIBLE,2019,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kaleb-higgins
E.J. Anosike,ej-anosike,Cal State Fullerton,cal-state-fullerton,Big West,D1,Tennessee,tennessee,SEC,D1,2021,2021-22,,,2021-06-17,ENROLLMENT,2021-06-17,TRANSFER,2020-03-27,d1_big_west,Small Forward,79,236,OTHER,2017,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/ej-anosike
Christian Gray,christian-gray,Cal State Northridge,cal-state-northridge,Big West,D1,Fresno State,fresno-state,Mountain West,D1,2021,2021-22,,,2021-09-07,ENROLLMENT,2021-09-07,TRANSFER,2018-06-28,d1_big_west,Small Forward,78,250,OTHER,2016,TRUE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/christian-gray
Onyi Eyisi,onyi-eyisi,Cal State Northridge,cal-state-northridge,Big West,D1,Fordham,fordham,Atlantic 10,D1,2021,2021-22,,,2021-08-08,ENROLLMENT,2021-08-08,TRANSFER,2018-03-07,d1_big_west,Center,81,225,OTHER,2018,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/onyi-eyisi
Juan Munoz,juan-munoz,Hawaii,hawaii,Big West,D1,Longwood,longwood,Big South,D1,2021,2021-22,,,2021-04-08,ENROLLMENT,2021-04-08,TRANSFER,2014-08-23,d1_big_west,Point Guard,72,170,OTHER,2017,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/juan-munoz
Jérôme Desrosiers,jrme-desrosiers,Hawaii,hawaii,Big West,D1,Princeton,princeton,Ivy,D1,2021,2021-22,,,2021-02-02,ENROLLMENT,2021-02-02,TRANSFER,2016-05-01,d1_big_west,Power Forward,79,235,OTHER,2017,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jrme-desrosiers
Kamaka Hepa,kamaka-hepa,Hawaii,hawaii,Big West,D1,Texas,texas,Big XII,D1,2021,2021-22,,,2021-04-26,ENROLLMENT,2021-04-26,TRANSFER,2016-06-16,d1_big_west,Power Forward,82,215,OTHER,2018,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kamaka-hepa
Joel Murray,joel-murray,Long Beach State,long-beach-state,Big West,D1,West Texas A&M,west-texas-a-m,LSC,D2,2021,2021-22,,,2021-04-07,ENROLLMENT,2021-04-07,TRANSFER,2018-09-02,d2_big_west,Point Guard,72,170,OTHER,2018,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/joel-murray
Kane Milling,kane-milling,UC Davis,uc-davis,Big West,D1,Nevada,nevada,Mountain West,D1,2021,2021-22,,,2021-04-11,ENROLLMENT,2021-04-11,TRANSFER,2019-04-30,d1_big_west,Shooting Guard,76,180,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kane-milling
Devin Tillis,devin-tillis,UC Irvine,uc-irvine,Big West,D1,UNLV,unlv,Mountain West,D1,2021,2021-22,,,2021-04-02,ENROLLMENT,2021-04-02,TRANSFER,2019-12-31,d1_big_west,Small Forward,78,210,COLLEGE_SENIOR,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/devin-tillis
J.P. Moorman II,jp-moorman-ii,UC Riverside,uc-riverside,Big West,D1,Temple,temple,American,D1,2021,2021-22,,,2021-03-29,ENROLLMENT,2021-03-29,TRANSFER,2016-04-18,d1_big_west,Small Forward,79,210,OTHER,2017,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jp-moorman-ii
Jhaylon Martinez,jhaylon-martinez,UC Riverside,uc-riverside,Big West,D1,UNLV,unlv,Mountain West,D1,2021,2021-22,,,2021-04-14,ENROLLMENT,2021-04-14,TRANSFER,2019-04-03,d1_big_west,Center,83,255,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jhaylon-martinez
Chance Hunter,chance-hunter,Cal Poly,cal-poly,Big West,D1,California Baptist,california-baptist,WAC,D1,2022,2022-23,,,2022-04-12,ENROLLMENT,2022-04-12,TRANSFER,2021-04-06,d1_big_west,Small Forward,78,200,OTHER,2017,TRUE,TRUE,TRUE,TRUE,FALSE,reviewed_exclude,https://www.verbalcommits.com/players/chance-hunter
Isaac Spears,isaac-spears,Cal Poly,cal-poly,Big West,D1,Montana State,montana-state,Big Sky,D1,2022,2022-23,,,2022-05-21,ENROLLMENT,2022-05-21,TRANSFER,2021-04-28,d1_big_west,Point Guard,76,170,COLLEGE_SENIOR,2021,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/isaac-spears
Logan McLaughlin,logan-mclaughlin,Cal Poly,cal-poly,Big West,D1,Abilene Christian,abilene-christian,WAC,D1,2022,2022-23,,,2023-04-25,ENROLLMENT,2023-04-25,TRANSFER,2018-07-25,d1_big_west,Point Guard,73,185,INELIGIBLE,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/logan-mclaughlin
Nick Fleming,nick-fleming,Cal Poly,cal-poly,Big West,D1,Southern Utah,southern-utah,WAC,D1,2022,2022-23,,,2022-06-28,ENROLLMENT,2022-06-28,TRANSFER,2020-05-20,d1_big_west,Point Guard,73,165,OTHER,2018,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/nick-fleming
Marvin McGhee III,marvin-mcghee,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,South Georgia Technical College,south-georgia-technical-college,,JUCO,2022,2022-23,,,2022-02-22,ENROLLMENT,2022-02-22,ALL_SCHOOLS_ATTENDED,,juco_big_west,Shooting Guard,76,195,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/marvin-mcghee
Modestas Kancleris,modestas-kancleris,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,Creighton,creighton,Big East,D1,2022,2022-23,,,2022-04-27,ENROLLMENT,2022-04-27,TRANSFER,2020-04-30,d1_big_west,Center,81,210,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/modestas-kancleris
Tom Mark,tom-mark,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,Tallahassee Community College,tallahassee-community-college2,,JUCO,2022,2022-23,,,2022-12-13,ENROLLMENT,2022-12-13,ALL_SCHOOLS_ATTENDED,,juco_big_west,Small Forward,79,200,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/tom-mark
Garrison Wade,garrison-wade,Cal State Fullerton,cal-state-fullerton,Big West,D1,Dartmouth,dartmouth,Ivy,D1,2022,2022-23,,,2022-05-02,ENROLLMENT,2022-05-02,TRANSFER,2018-03-29,d1_big_west,Small Forward,78,210,OTHER,2018,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/garrison-wade
"John Square, Jr.",john-square-jr,Cal State Fullerton,cal-state-fullerton,Big West,D1,Fairleigh Dickinson,fairleigh-dickinson,Northeast,D1,2022,2022-23,,,2022-06-10,ENROLLMENT,2022-06-10,TRANSFER,2020-04-10,d1_big_west,Power Forward,78,195,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/john-square-jr
Keith Richard,keith-richard,Cal State Fullerton,cal-state-fullerton,Big West,D1,South Plains College,south-plains-college2,,JUCO,2022,2022-23,,,2022-06-30,ENROLLMENT,2022-06-30,ALL_SCHOOLS_ATTENDED,,juco_big_west,Point Guard,74,175,COLLEGE_SOPHOMORE,2023,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/keith-richard
Max Jones,max-jones,Cal State Fullerton,cal-state-fullerton,Big West,D1,Tampa,tampa,SSC,D2,2022,2022-23,,,2022-05-22,ENROLLMENT,2022-05-22,TRANSFER,2019-12-29,d2_big_west,Shooting Guard,77,205,INELIGIBLE,2020,FALSE,FALSE,TRUE,TRUE,TRUE,reviewed_include,https://www.verbalcommits.com/players/max-jones
Zachary Visentin,zachary-visentin,Cal State Fullerton,cal-state-fullerton,Big West,D1,Snow College,snow-college2,,JUCO,2022,2022-23,,,2022-11-11,ENROLLMENT,2022-11-11,ALL_SCHOOLS_ATTENDED_EXTERNAL,2019-07-17,juco_big_west,Center,81,260,INELIGIBLE,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/zachary-visentin
DeSean Allen-Eikens,desean-allen-eikens,Cal State Northridge,cal-state-northridge,Big West,D1,New Orleans,new-orleans,Southland,D1,2022,2022-23,,,2022-05-16,ENROLLMENT,2022-05-16,TRANSFER,2021-04-17,d1_big_west,Shooting Guard,78,215,INELIGIBLE,2018,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/desean-allen-eikens
Dearon Tucker,dearon-tucker2,Cal State Northridge,cal-state-northridge,Big West,D1,Indiana State,indiana-state,Missouri Valley,D1,2022,2022-23,,,2022-06-08,ENROLLMENT,2022-06-08,TRANSFER,2021-05-24,d1_big_west,Power Forward,82,240,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/dearon-tucker2
Dionte Bostick,dionte-bostick,Cal State Northridge,cal-state-northridge,Big West,D1,Murray State,murray-state,Missouri Valley,D1,2022,2022-23,,,2022-05-24,ENROLLMENT,2022-05-24,TRANSFER,2019-04-30,d1_big_west,Point Guard,74,190,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/dionte-bostick
Ethan Igbanugo,ethan-igbanugo,Cal State Northridge,cal-state-northridge,Big West,D1,North Dakota,north-dakota,Summit League,D1,2022,2022-23,,,2022-06-24,ENROLLMENT,2022-06-24,TRANSFER,2017-09-02,d1_big_west,Shooting Guard,74,185,OTHER,2017,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/ethan-igbanugo
Matija Svetozarević,matija-svetozarevi,Hawaii,hawaii,Big West,D1,Portland,portland,West Coast,D1,2022,2022-23,,,2022-08-10,ENROLLMENT,2022-08-10,TRANSFER,2021-07-18,d1_big_west,Small Forward,79,215,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/matija-svetozarevi
Ryan Rapp,ryan-rapp,Hawaii,hawaii,Big West,D1,Washington State,washington-state,PAC 12,D1,2022,2022-23,,,2022-05-22,ENROLLMENT,2022-05-22,TRANSFER,2019-05-15,d1_big_west,Shooting Guard,77,189,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/ryan-rapp
Amari Stroud,amari-stroud,Long Beach State,long-beach-state,Big West,D1,Allan Hancock College,allan-hancock-college2,,JUCO,2022,2022-23,,,2022-01-21,ENROLLMENT,2022-01-21,ALL_SCHOOLS_ATTENDED_EXTERNAL,2018-06-21,juco_big_west,Power Forward,82,210,INELIGIBLE,2018,TRUE,TRUE,TRUE,TRUE,FALSE,reviewed_exclude,https://www.verbalcommits.com/players/amari-stroud
Chayce Polynice,chayce-polynice,Long Beach State,long-beach-state,Big West,D1,College of Southern Idaho,college-of-southern-idaho2,,JUCO,2022,2022-23,,,2022-04-14,ENROLLMENT,2022-04-14,ALL_SCHOOLS_ATTENDED,,juco_big_west,Center,83,230,INELIGIBLE,2019,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/chayce-polynice
Lassina Traoré,lassina-traor,Long Beach State,long-beach-state,Big West,D1,Saint Louis,saint-louis,Atlantic 10,D1,2022,2022-23,,,2022-04-27,ENROLLMENT,2022-04-27,TRANSFER,2021-11-05,d1_big_west,Power Forward,81,245,COLLEGE_SENIOR,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/lassina-traor
Marcus Tsohonis,marcus-tsohonis,Long Beach State,long-beach-state,Big West,D1,VCU,vcu,Atlantic 10,D1,2022,2022-23,,,2022-05-01,ENROLLMENT,2022-05-01,TRANSFER,2021-04-17,d1_big_west,Shooting Guard,75,190,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/marcus-tsohonis
Pablo Tamba,pablo-tamba,UC Davis,uc-davis,Big West,D1,Idaho State,idaho-state,Big Sky,D1,2022,2022-23,,,2023-04-26,ENROLLMENT,2023-04-26,TRANSFER,2021-07-01,d1_big_west,Shooting Guard,79,206,COLLEGE_SENIOR,2021,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/pablo-tamba
Sam Manu,sam-manu,UC Davis,uc-davis,Big West,D1,College of San Mateo,college-of-san-mateo,,JUCO,2022,2022-23,,,2022-05-23,ENROLLMENT,2022-05-23,ALL_SCHOOLS_ATTENDED,,juco_big_west,Small Forward,79,210,INELIGIBLE,2019,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/sam-manu
Ty Johnson,ty-johnson2,UC Davis,uc-davis,Big West,D1,Loyola Chicago,loyola-chicago,Atlantic 10,D1,2022,2022-23,,,2024-05-15,ENROLLMENT,2022-05-04,TRANSFER,2020-05-13,d1_big_west,Point Guard,75,190,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/ty-johnson2
Pierre Crockrell II,pierre-crockrell-ii,UC Irvine,uc-irvine,Big West,D1,Pacific,pacific,West Coast,D1,2022,2022-23,,,2022-05-09,ENROLLMENT,2022-05-09,TRANSFER,2019-06-09,d1_big_west,Point Guard,72,175,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/pierre-crockrell-ii
Isaiah Moses,isaiah-moses,UC Riverside,uc-riverside,Big West,D1,Alaska Anchorage,alaska-anchorage,GNAC,D2,2022,2022-23,,,2023-02-27,ENROLLMENT,2023-02-27,TRANSFER,2019-12-21,d2_big_west,Point Guard,72,165,COLLEGE_SENIOR,2020,TRUE,TRUE,TRUE,TRUE,FALSE,reviewed_exclude,https://www.verbalcommits.com/players/isaiah-moses
Jamal Hartwell II,jamal-hartwell-ii,UC Riverside,uc-riverside,Big West,D1,George Mason,george-mason,Atlantic 10,D1,2022,2022-23,,,2022-04-29,ENROLLMENT,2022-04-29,TRANSFER,2018-04-07,d1_big_west,Point Guard,70,155,OTHER,2018,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jamal-hartwell-ii
Kyle Owens,kyle-owens,UC Riverside,uc-riverside,Big West,D1,Montana,montana,Big Sky,D1,2022,2022-23,,,2022-04-11,ENROLLMENT,2022-04-11,TRANSFER,2018-10-07,d1_big_west,Small Forward,80,205,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kyle-owens
Luke Turner,luke-turner,UC Riverside,uc-riverside,Big West,D1,Wofford,wofford,Southern,D1,2022,2022-23,,,2022-04-13,ENROLLMENT,2022-04-13,TRANSFER,2021-04-25,d1_big_west,Small Forward,79,195,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/luke-turner
Vlad Salaridze,vladimer-salaridze,UC Riverside,uc-riverside,Big West,D1,Eastern Florida State College,eastern-florida-state-college2,,JUCO,2022,2022-23,,,2022-07-21,ENROLLMENT,2022-07-21,ALL_SCHOOLS_ATTENDED,,juco_big_west,Small Forward,79,250,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/vladimer-salaridze
Emmanuel Tshimanga,emmanuel-tshimanga,UC San Diego,uc-san-diego,Big West,D1,UC Irvine,uc-irvine,Big West,D1,2022,2022-23,,,2022-06-05,ENROLLMENT,2022-06-05,TRANSFER,2019-05-15,d1_big_west,Center,84,270,INELIGIBLE,2019,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/emmanuel-tshimanga
Andre Kelly,andre-kelly,UC Santa Barbara,uc-santa-barbara,Big West,D1,California,california,PAC 12,D1,2022,2022-23,,,2022-05-04,ENROLLMENT,2022-05-04,TRANSFER,2017-05-26,d1_big_west,Power Forward,81,255,OTHER,2018,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/andre-kelly
Evans Kipruto,evans-kipruto2,UC Santa Barbara,uc-santa-barbara,Big West,D1,Barton Community College,barton-community-college,,JUCO,2022,2022-23,,,2022-07-01,ENROLLMENT,2022-07-01,ALL_SCHOOLS_ATTENDED,,juco_big_west,Power Forward,80,240,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/evans-kipruto2
Mezziah Oakman,mezziah-oakman,UC Santa Barbara,uc-santa-barbara,Big West,D1,City College of San Francisco,city-college-of-san-francisco2,,JUCO,2022,2022-23,,,2022-08-26,ENROLLMENT,2022-08-26,ALL_SCHOOLS_ATTENDED,,juco_big_west,Center,84,230,COLLEGE_SENIOR,2021,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/mezziah-oakman
Cam Malray,cameron-malray,Cal Poly,cal-poly,Big West,D1,Dodge City Community College,dodge-city-community-college,,JUCO,2023,2023-24,,,2023-02-01,ENROLLMENT,2023-02-01,ALL_SCHOOLS_ATTENDED,,juco_big_west,Small Forward,81,0,COLLEGE_JUNIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/cameron-malray
Jarred Hyder,jarred-hyder,Cal Poly,cal-poly,Big West,D1,California,california,PAC 12,D1,2023,2023-24,,,2024-08-29,ENROLLMENT,2023-04-24,TRANSFER,2020-04-25,d1_big_west,Point Guard,75,185,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jarred-hyder
Joel Armotrading,joel-armotrading,Cal Poly,cal-poly,Big West,D1,College of Southern Idaho,college-of-southern-idaho,,JUCO,2023,2023-24,,,2023-05-11,ENROLLMENT,2023-05-11,ALL_SCHOOLS_ATTENDED,,juco_big_west,Center,82,225,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/joel-armotrading
Paul Bizimana,paul-bizimana,Cal Poly,cal-poly,Big West,D1,Eastern Illinois,eastern-illinois,Ohio Valley,D1,2023,2023-24,,,2023-06-24,ENROLLMENT,2023-06-24,TRANSFER,2021-04-27,d1_big_west,Power Forward,80,185,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/paul-bizimana
C.J. Hardy,cj-hardy,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,West Los Angeles College,west-los-angeles-college,,JUCO,2023,2023-24,,2023-09-21,,SIGNING,2023-09-21,ALL_SCHOOLS_ATTENDED,,juco_big_west,Point Guard,74,0,COLLEGE_SENIOR,2022,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/cj-hardy
Cameron Clark,cam-clark,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,College of the Sequoias,college-of-the-sequoias,,JUCO,2023,2023-24,,2023-08-05,,SIGNING,2023-08-05,ALL_SCHOOLS_ATTENDED,,juco_big_west,Center,82,225,COLLEGE_SENIOR,2022,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/cam-clark
