player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_level,source_stat_source,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
Justin McKoy,justin-mckoy,North Carolina,north-carolina,ACC,D1,Hawaii,hawaii,2023-24,2022-23,D1,sports_reference_source_school_cache,,F,11,1,5.4,59.400000000000006,0.135,1.7,1.2,0.1,0.0,0.4,0.2,0.462,0.333,1.0,0.538,0.5985915492957746,0.4166666666666667,0.4166666666666667,17.8,0.618,14.7,0.1,0.1,0.2,0.152,4.4,https://www.sports-reference.com/cbb/schools/north-carolina/men/2023.html
Austin Johnson,austin-johnson2,North Carolina A&T,north-carolina-a-t,Colonial,D1,Long Beach State,long-beach-state,2023-24,2022-23,D1,sports_reference_source_school_cache,,F,27,25,23.8,642.6,0.595,5.3,5.6,0.9,0.6,1.1,1.2,0.432,0.25,0.596,0.448,0.48749080206033846,0.13043478260869565,0.41304347826086957,11.2,0.478,14.2,0.2,0.9,1.1,0.066,-5.3,https://www.sports-reference.com/cbb/schools/north-carolina-at/men/2023.html
Isa Silva,isael-silva,Stanford,stanford,PAC 12,D1,Long Beach State,long-beach-state,2023-24,2022-23,D1,sports_reference_source_school_cache,,G,32,5,12.9,412.8,0.3225,3.2,0.5,1.2,0.3,0.0,0.9,0.427,0.25,0.613,0.461,0.49382716049382724,0.28571428571428575,0.35714285714285715,5.6,0.487,16.8,0.0,0.3,0.3,0.027,-4.3,https://www.sports-reference.com/cbb/schools/stanford/men/2023.html
Messiah Thompson,messiah-thompson,Alabama A&M,alabama-a-m,SWAC,D1,Long Beach State,long-beach-state,2023-24,2022-23,D1,sports_reference_source_school_cache,,G,32,26,26.8,857.6,0.67,10.8,2.0,3.2,1.6,0.0,1.9,0.419,0.408,0.582,0.523,0.5374203821656052,0.5161290322580645,0.18279569892473116,15.4,0.531,22.4,1.2,1.1,2.3,0.106,-1.6,https://www.sports-reference.com/cbb/schools/alabama-am/men/2023.html
Marsalis Roberson,marsalis-roberson,California,california,PAC 12,D1,UC Davis,uc-davis,2023-24,2022-23,D1,sports_reference_source_school_cache,,G,31,0,12.7,393.7,0.3175,1.8,1.8,0.7,0.4,0.3,1.0,0.273,0.179,0.643,0.305,0.33088235294117646,0.36,0.2,3.0,0.335,15.8,-0.8,0.3,-0.5,-0.052,-4.8,https://www.sports-reference.com/cbb/schools/california/men/2023.html
Ben Griscti,benjamin-griscti,Incarnate Word,incarnate-word,Southland,D1,UC Riverside,uc-riverside,2023-24,2022-23,D1,sports_reference_source_school_cache,,C,31,17,14.5,449.5,0.3625,5.2,3.5,0.4,0.4,0.5,0.6,0.47,0.382,0.563,0.58,0.5752212389380532,0.5813953488372093,0.11627906976744186,16.4,0.58,18.0,0.7,0.6,1.3,0.114,-1.4,https://www.sports-reference.com/cbb/schools/incarnate-word/men/2023.html
Aniwaniwa Tait-Jones,aniwaniwa-tait-jones,Hawaii–Hilo,hawaii–hilo,PacWest,D2,UC San Diego,uc-san-diego,2023-24,2022-23,D2,phase1_school_stats,Jr.,W,23,,32.73913043478261,753.0,0.8184782608695652,17.608695652173914,9.173913043478262,3.4782608695652173,1.173913043478261,0.391304347826087,3.347826086956522,0.466,0.259,0.701,0.4773462783171521,0.53560093101989,0.08737864077669903,0.5080906148867314,,,,,,,,,https://hiloathletics.com/sports/mens-basketball/stats/2022-23
Hayden Gray,hayden-gray,Azusa Pacific,azusa-pacific,PacWest,D2,UC San Diego,uc-san-diego,2023-24,2022-23,D2,phase1_school_stats,Jr.,G,30,,26.833333333333332,805.0,0.6708333333333333,10.0,3.033333333333333,3.8,1.8333333333333333,0.3,1.5666666666666667,0.443,0.326,0.673,0.5018939393939394,0.5228667038482989,0.35984848484848486,0.19696969696969696,,,,,,,,,https://athletics.apu.edu/sports/mens-basketball/stats/2022-23
Tyler McGhie,tyler-mcghie,Southern Nazarene,southern-nazarene,GAC,D2,UC San Diego,uc-san-diego,2023-24,2022-23,D2,phase1_school_stats,Jr.,G,32,,31.90625,1021.0,0.79765625,16.59375,3.71875,1.28125,0.84375,0.21875,1.1875,0.48,0.448,0.873,0.614406779661017,0.6597912524850895,0.5988700564971752,0.3107344632768362,,,,,,,,,https://snuathletics.com/sports/mens-basketball/stats/2022-23
Ben Shtolzberg,ben-shtolzberg,Creighton,creighton,Big East,D1,UC Santa Barbara,uc-santa-barbara,2023-24,2022-23,D1,sports_reference_source_school_cache,,G,17,0,5.8,98.6,0.145,1.5,0.9,0.6,0.2,0.0,0.2,0.375,0.231,0.8,0.438,0.489556135770235,0.5714285714285715,0.2142857142857143,12.7,0.474,16.0,0.1,0.2,0.3,0.116,0.8,https://www.sports-reference.com/cbb/schools/creighton/men/2023.html
Yohan Traore,yohan-traore,Auburn,auburn,SEC,D1,UC Santa Barbara,uc-santa-barbara,2023-24,2022-23,D1,sports_reference_source_school_cache,,F,25,0,9.9,247.5,0.2475,2.1,1.4,0.2,0.0,0.1,0.4,0.4,0.192,0.348,0.45,0.43823038397328884,0.5,0.45,5.7,0.435,14.5,0.0,0.2,0.2,0.031,-2.9,https://www.sports-reference.com/cbb/schools/auburn/men/2023.html
Ethan Menzies,ethan-menzies,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,D2,phase1_school_stats,Sr.,F,19,,10.052631578947368,191.0,0.2513157894736842,3.3684210526315788,2.0526315789473686,1.5263157894736843,0.2631578947368421,0.42105263157894735,0.7368421052631579,0.73,0.5,0.5,0.7972972972972973,0.7729468599033816,0.2702702702702703,0.2702702702702703,,,,,,,,,https://cmumavericks.com/sports/mens-basketball/stats/2023-24
Isaac Jessup,isaac-jessup,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,D2,phase1_school_stats,Sr.,G,34,,24.941176470588236,848.0,0.6235294117647059,10.147058823529411,2.764705882352941,2.4411764705882355,1.088235294117647,0.14705882352941177,1.6176470588235294,0.415,0.37,0.963,0.5557491289198606,0.5771547109207709,0.7630662020905923,0.09407665505226481,,,,,,,,,https://cmumavericks.com/sports/mens-basketball/stats/2023-24
Kieran Elliott,kieran-elliott,West Texas A&M,west-texas-a-m,LSC,D2,Cal Poly,cal-poly,2024-25,2023-24,D2,phase1_school_stats,So.,F,35,,23.571428571428573,825.0,0.5892857142857143,12.428571428571429,6.742857142857143,0.7142857142857143,0.4857142857142857,0.2571428571428571,1.3142857142857143,0.594,0.393,0.761,0.6146616541353384,0.6621407696054554,0.10526315789473684,0.5338345864661654,,,,,,,,,https://gobuffsgo.com/sports/mens-basketball/stats/2023-24
Luka Tarlać,luka-tarla,Utah,utah,PAC 12,D1,Cal Poly,cal-poly,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,20,0,5.4,108.0,0.135,0.6,0.9,0.3,0.2,0.1,0.4,0.455,0.0,0.182,0.455,0.3472222222222222,0.0,1.0,4.4,0.37,11.1,-0.1,0.1,0.0,0.01,-1.2,https://www.sports-reference.com/cbb/schools/utah/men/2024.html
Mac Riniker,mac-riniker,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,D2,phase1_school_stats,Sr.,G,22,,25.0,550.0,0.625,14.227272727272727,5.181818181818182,2.409090909090909,2.0454545454545454,1.0,2.909090909090909,0.638,0.431,0.702,0.7097701149425287,0.7266901931649331,0.3333333333333333,0.5402298850574713,,,,,,,,,https://cmumavericks.com/sports/mens-basketball/stats/2023-24
Owen Koonce,owen-koonce,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,D2,phase1_school_stats,Sr.,G,34,,24.558823529411764,835.0,0.6139705882352942,13.235294117647058,3.911764705882353,1.7647058823529411,1.1764705882352942,0.47058823529411764,1.9705882352941178,0.544,0.354,0.903,0.6270358306188925,0.66434392346758,0.46905537459283386,0.23452768729641693,,,,,,,,,https://cmumavericks.com/sports/mens-basketball/stats/2023-24
Kaleb Brown,kaleb-brown,Missouri,missouri,SEC,D1,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,2,0,6.5,13.0,0.1625,1.0,1.0,1.0,0.5,0.0,1.5,0.333,0.0,0.0,0.333,0.3333333333333333,0.6666666666666666,0.0,-4.0,0.333,23.9,-0.1,0.0,-0.1,-0.166,-13.4,https://www.sports-reference.com/cbb/schools/missouri/men/2024.html
Kobe Young,kobe-young,Boise State,boise-state,Mountain West,D1,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,25,0,4.1,102.49999999999999,0.1025,1.1,1.1,0.2,0.1,0.0,0.2,0.45,0.222,0.875,0.5,0.5901287553648069,0.5,0.37499999999999994,14.4,0.567,14.3,0.2,0.2,0.4,0.136,2.6,https://www.sports-reference.com/cbb/schools/boise-state/men/2024.html
Zion Richardson,zion-richardson,Quincy,quincy,GLVC,D2,Cal State Fullerton,cal-state-fullerton,2024-25,2023-24,D2,phase1_school_stats,Sr.,G,26,,32.19230769230769,837.0,0.8048076923076923,17.692307692307693,7.1923076923076925,1.8076923076923077,1.1923076923076923,0.19230769230769232,1.7692307692307692,0.429,0.336,0.844,0.48753462603878117,0.5511358190357519,0.3462603878116344,0.3545706371191136,,,,,,,,,https://quhawks.com/sports/mens-basketball/stats/2023-24
Festus Ndumanya,festus-ndumanya,Southern,southern,SWAC,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,4,3,9.0,36.0,0.225,0.5,2.0,0.3,0.0,0.3,0.5,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-6.1,0.1,16.6,-0.1,0.1,-0.1,-0.096,-17.0,https://www.sports-reference.com/cbb/schools/southern/men/2024.html
Grady Lewis,grady-lewis,Cal State East Bay,cal-state-east-bay,CCAA,D2,Cal State Northridge,cal-state-northridge,2024-25,2023-24,D2,phase1_school_stats,Jr.,C,29,,29.620689655172413,859.0,0.7405172413793103,14.689655172413794,7.379310344827586,1.206896551724138,0.7931034482758621,1.103448275862069,1.9310344827586208,0.686,0.0,0.509,0.6863468634686347,0.6705704571212694,0.0,0.39114391143911437,,,,,,,,,https://eastbaypioneers.com/sports/mens-basketball/stats/2023-24
Judson Martindale,judson-martindale,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,30,22,25.2,756.0,0.63,9.1,1.9,0.8,0.6,0.2,1.2,0.428,0.375,0.745,0.523,0.555419921875,0.5,0.24324324324324323,10.3,0.55,19.9,0.4,0.0,0.3,0.017,-5.2,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html
"Marcus Adams, Jr.",marcus-adams-jr,Brigham Young,brigham-young,Big XII,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,1,0,8.0,8.0,0.2,2.0,2.0,1.0,0.0,0.0,0.0,0.167,0.0,0.0,0.167,0.16666666666666666,0.5,0.0,-11.0,0.167,36.7,0.0,0.0,0.0,-0.164,-39.3,https://www.sports-reference.com/cbb/schools/brigham-young/men/2024.html
Scotty Washington,scotty-washington,California Baptist,california-baptist,WAC,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,33,18,21.0,693.0,0.525,8.5,1.6,0.5,0.2,0.3,0.8,0.394,0.397,0.796,0.508,0.5407124681933843,0.5694444444444444,0.20833333333333331,11.9,0.538,21.2,1.0,0.9,1.9,0.109,-0.1,https://www.sports-reference.com/cbb/schools/california-baptist/men/2024.html
Tyler Beard,tyler-beard,Pacific,pacific,West Coast,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,30,7,18.4,552.0,0.45999999999999996,4.4,2.1,1.7,0.3,0.1,0.7,0.331,0.343,0.6,0.411,0.42145593869731807,0.45999999999999996,0.1,7.5,0.421,17.2,-0.3,0.0,-0.3,-0.02,-7.1,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html
Gytis Nemeikša,gytis-nemeika,Xavier,xavier,Big East,D1,Hawaii,hawaii,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,34,20,18.5,629.0,0.4625,5.2,4.2,0.9,0.2,0.4,1.0,0.469,0.364,0.647,0.524,0.5485232067510548,0.3023255813953489,0.23255813953488372,12.0,0.539,15.0,0.6,0.6,1.3,0.082,1.7,https://www.sports-reference.com/cbb/schools/xavier/men/2024.html
Jerome Palm,jerome-palm,Valparaiso,valparaiso,Missouri Valley,D1,Hawaii,hawaii,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,27,17,14.8,399.6,0.37,4.7,3.8,0.4,0.4,0.1,0.7,0.487,0.25,0.531,0.491,0.49703891708967857,0.023809523809523808,0.2857142857142857,13.6,0.499,18.7,0.2,0.4,0.6,0.063,-3.2,https://www.sports-reference.com/cbb/schools/valparaiso/men/2024.html
Marcus Greene,marcus-greene2,Houston Christian,houston-christian,Southland,D1,Hawaii,hawaii,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,28,28,32.5,910.0,0.8125,15.1,3.6,3.0,1.0,0.2,2.4,0.451,0.427,0.786,0.544,0.5798771121351767,0.4358974358974359,0.25641025641025644,16.2,0.575,22.2,1.7,0.3,2.0,0.086,-1.4,https://www.sports-reference.com/cbb/schools/houston-baptist/men/2024.html
Tanner Christensen,tanner-christensen,Utah Tech,utah-tech,WAC,D1,Hawaii,hawaii,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,31,31,30.3,939.3000000000001,0.7575000000000001,11.5,6.8,2.0,0.5,1.5,2.2,0.564,0.176,0.6,0.576,0.6002087682672234,0.14473684210526316,0.5921052631578948,16.8,0.588,19.4,1.5,1.1,2.6,0.11,0.4,https://www.sports-reference.com/cbb/schools/dixie-state/men/2024.html
Cam Denson,cam-denson,Pacific,pacific,West Coast,D1,Long Beach State,long-beach-state,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,31,29,22.5,697.5,0.5625,8.5,4.6,1.0,0.7,0.6,1.5,0.495,0.167,0.505,0.502,0.5157766990291262,0.08955223880597014,0.5223880597014925,13.5,0.508,23.2,0.2,0.3,0.5,0.028,-5.1,https://www.sports-reference.com/cbb/schools/pacific/men/2024.html
Derrick Michael Xzavierro,derrick-michael-xzavierro,GCU,gcu,WAC,D1,Long Beach State,long-beach-state,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,14,0,3.7,51.800000000000004,0.0925,1.7,2.0,0.2,0.0,0.1,0.2,0.563,0.333,0.571,0.625,0.6439393939393939,0.36363636363636365,0.45454545454545453,26.8,0.621,21.0,0.2,0.2,0.3,0.255,-3.6,https://www.sports-reference.com/cbb/schools/grand-canyon/men/2024.html
Devin Askew,devin-askew,California,california,PAC 12,D1,Long Beach State,long-beach-state,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,6,3,24.3,145.8,0.6075,6.2,4.2,2.5,0.7,0.0,1.8,0.313,0.143,0.789,0.344,0.46213476446034585,0.43396226415094336,0.6037735849056605,8.9,0.451,17.8,0.0,0.1,0.1,0.033,-4.7,https://www.sports-reference.com/cbb/schools/california/men/2024.html
T.J. Wainwright,tj-wainwright,Robert Morris,robert-morris,Horizon,D1,Long Beach State,long-beach-state,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,27,6,22.6,610.2,0.5650000000000001,10.0,2.1,1.4,0.5,0.1,1.9,0.428,0.333,0.753,0.502,0.5441880713974749,0.45,0.3375,12.6,0.543,24.4,0.7,0.3,1.0,0.066,-4.1,https://www.sports-reference.com/cbb/schools/robert-morris/men/2024.html
"Carl Daughtery, Jr.",carl-daughtery-jr,Central Arkansas,central-arkansas,ASUN,D1,UC Davis,uc-davis,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,29,10,19.2,556.8,0.48,9.9,2.7,0.3,0.9,0.2,1.2,0.375,0.31,0.735,0.428,0.45630530973451333,0.33663366336633666,0.16831683168316833,12.7,0.454,30.6,-0.1,0.3,0.3,0.02,-7.7,https://www.sports-reference.com/cbb/schools/central-arkansas/men/2024.html
Derek Sangster,derek-sangster,Princeton,princeton,Ivy,D1,UC Davis,uc-davis,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,13,0,3.8,49.4,0.095,1.4,0.7,0.2,0.0,0.4,0.2,0.333,0.364,0.667,0.444,0.4704301075268817,0.5714285714285715,0.14285714285714288,15.8,0.463,23.1,0.1,0.1,0.1,0.114,6.6,https://www.sports-reference.com/cbb/schools/princeton/men/2024.html
Nils Cooper,nils-cooper,Pepperdine,pepperdine,West Coast,D1,UC Davis,uc-davis,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,33,2,19.9,656.6999999999999,0.49749999999999994,5.0,2.8,0.9,0.9,0.3,0.4,0.466,0.211,0.681,0.5,0.5595344673231871,0.34285714285714286,0.6285714285714287,14.1,0.549,12.7,1.2,0.7,1.8,0.112,1.1,https://www.sports-reference.com/cbb/schools/pepperdine/men/2024.html
Kyle Evans,kyle-evans,Colorado State,colorado-state,Mountain West,D1,UC Irvine,uc-irvine,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,9,0,5.8,52.199999999999996,0.145,2.0,1.3,0.4,0.1,0.3,0.7,0.8,0.0,0.667,0.8,0.8116883116883116,0.18181818181818182,0.2727272727272727,18.4,0.788,18.0,0.0,0.1,0.2,0.118,2.4,https://www.sports-reference.com/cbb/schools/colorado-state/men/2024.html
Myles Che,myles-che,Chattanooga,chattanooga,Southern,D1,UC Irvine,uc-irvine,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,28,16,19.4,543.1999999999999,0.485,7.5,2.4,1.9,0.6,0.1,1.8,0.527,0.333,0.764,0.579,0.6167763157894737,0.3076923076923077,0.3846153846153846,14.5,0.613,20.9,0.9,0.6,1.5,0.11,-3.4,https://www.sports-reference.com/cbb/schools/chattanooga/men/2024.html
Joel Armotrading,joel-armotrading,Cal Poly,cal-poly,Big West,D1,UC Riverside,uc-riverside,2024-25,2023-24,D1,sports_reference_source_school_cache,,C,30,11,19.4,582.0,0.485,5.0,4.8,0.4,0.4,1.3,1.1,0.543,0.0,0.59,0.543,0.577100646352724,0.0,0.9032258064516128,15.2,0.567,14.8,0.6,0.7,1.3,0.088,-4.3,https://www.sports-reference.com/cbb/schools/cal-poly/men/2024.html
Rikus Schulte,rikus-schulte,Davidson,davidson,Atlantic 10,D1,UC Riverside,uc-riverside,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,13,0,6.1,79.3,0.1525,1.2,1.5,0.2,0.2,0.2,0.5,0.462,0.4,0.333,0.538,0.551470588235294,0.4,0.2,12.1,0.52,13.8,0.0,0.1,0.1,0.072,0.9,https://www.sports-reference.com/cbb/schools/davidson/men/2024.html
Chris Howell,chris-howell,Saint Mary's,saint-marys,West Coast,D1,UC San Diego,uc-san-diego,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,31,0,10.5,325.5,0.2625,1.5,1.4,0.7,0.5,0.2,0.4,0.296,0.188,0.667,0.352,0.39978678038379534,0.5882352941176471,0.23529411764705885,6.9,0.385,11.5,0.0,0.8,0.8,0.104,-0.1,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2024.html
Justin Rochelin,justin-rochelin,Oregon State,oregon-state,PAC 12,D1,UC San Diego,uc-san-diego,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,27,2,10.9,294.3,0.2725,2.1,1.7,0.4,0.6,0.0,0.6,0.3,0.233,0.8,0.383,0.4261363636363636,0.7272727272727273,0.2727272727272727,5.8,0.432,15.2,-0.2,0.4,0.2,0.031,-2.5,https://www.sports-reference.com/cbb/schools/oregon-state/men/2024.html
Maximo Milovich,maximo-milovich,Biola,biola,PacWest,D2,UC San Diego,uc-san-diego,2024-25,2023-24,D2,phase1_school_stats,Sr.,C,29,,26.620689655172413,772.0,0.6655172413793103,9.275862068965518,9.689655172413794,1.5517241379310345,0.6206896551724138,0.3103448275862069,1.1379310344827587,0.465,0.315,0.571,0.5046511627906977,0.5273682559598495,0.25116279069767444,0.4232558139534884,,,,,,,,,https://athletics.biola.edu/sports/mens-basketball/stats/2023-24
Miloš Vićentić,milo-vienti,McKendree,mckendree,GLVC,D2,UC San Diego,uc-san-diego,2024-25,2023-24,D2,phase1_school_stats,Sr.,W,28,,33.57142857142857,940.0,0.8392857142857142,21.535714285714285,5.035714285714286,0.8571428571428571,0.5357142857142857,0.5,2.5357142857142856,0.533,0.412,0.794,0.597254004576659,0.6256744417697352,0.3112128146453089,0.2334096109839817,,,,,,,,,https://mckbearcats.com/sports/mens-basketball/stats/2023-24
Nordin Kapić,nordin-kapi,Lynn,lynn,SSC,D2,UC San Diego,uc-san-diego,2024-25,2023-24,D2,phase1_school_stats,Jr.,F,27,,31.40740740740741,848.0,0.7851851851851852,19.25925925925926,9.185185185185185,2.111111111111111,1.0740740740740742,0.9629629629629629,2.2962962962962963,0.501,0.413,0.758,0.5568513119533528,0.6145409851564716,0.26822157434402333,0.5306122448979592,,,,,,,,,https://lynnfightingknights.com/sports/mens-basketball/stats/2023-24
Colin Smith,colin-smith,Vanderbilt,vanderbilt,SEC,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,7,6,25.4,177.79999999999998,0.635,7.1,6.6,0.3,1.0,0.3,1.0,0.354,0.273,0.538,0.448,0.4588934850051706,0.6811594202898551,0.27536231884057966,12.9,0.461,17.5,0.1,0.2,0.2,0.054,-1.3,https://www.sports-reference.com/cbb/schools/vanderbilt/men/2024.html
Kenny Pohto,kenny-pohto,Wichita State,wichita-state,American,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,34,14,22.4,761.5999999999999,0.5599999999999999,8.8,5.9,1.2,0.5,0.3,1.3,0.471,0.209,0.632,0.49,0.5218216318785579,0.18055555555555555,0.38888888888888884,17.2,0.517,21.6,1.2,0.9,2.2,0.113,0.7,https://www.sports-reference.com/cbb/schools/wichita-state/men/2024.html
Kieves Turner,kieves-turner,San Diego,san-diego,West Coast,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,31,13,25.6,793.6,0.64,15.5,2.4,1.9,0.9,0.1,2.1,0.406,0.374,0.858,0.491,0.5534133104827192,0.45081967213114754,0.3360655737704918,18.3,0.548,30.7,1.4,0.5,1.9,0.098,2.2,https://www.sports-reference.com/cbb/schools/san-diego/men/2024.html
Max Murrell,max-murrell,Stanford,stanford,PAC 12,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,D1,sports_reference_source_school_cache,,F,17,2,14.7,249.89999999999998,0.3675,2.6,2.1,0.6,0.4,0.9,0.5,0.366,0.304,0.727,0.451,0.48798798798798804,0.5833333333333334,0.25,9.8,0.487,11.0,0.1,0.3,0.4,0.069,1.0,https://www.sports-reference.com/cbb/schools/stanford/men/2024.html
Stephan Swenson,stephan-swenson,Stetson,stetson,ASUN,D1,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,D1,sports_reference_source_school_cache,,G,35,35,33.3,1165.5,0.8324999999999999,13.9,4.7,5.8,1.5,0.1,2.7,0.41,0.324,0.819,0.466,0.5128394332939787,0.33884297520661155,0.2727272727272727,18.4,0.511,25.3,2.3,1.2,3.5,0.12,-0.8,https://www.sports-reference.com/cbb/schools/stetson/men/2024.html
Hamad Mousa,hamad-mousa,Dayton,dayton,Atlantic 10,D1,Cal Poly,cal-poly,2025-26,2024-25,D1,sports_reference_source_school_cache,,G,20,0,7.6,152.0,0.19,1.3,0.5,0.4,0.2,0.0,0.6,0.304,0.077,0.688,0.326,0.41881443298969073,0.5833333333333334,0.6666666666666667,2.7,0.425,14.6,-0.2,0.1,-0.1,-0.014,-8.8,https://www.sports-reference.com/cbb/schools/dayton/men/2025.html
